x,cut,table,carat,price
6.78,4,57.0,1.2,5914.0
7.39,3,61.0,1.5,5914.0
7.21,1,56.0,1.5,5914.0
6.66,2,57.0,1.11,5915.0
6.43,4,58.0,1.02,5915.0
6.88,2,58.0,1.31,5916.0
7.18,0,57.0,1.52,5916.0
6.5,2,55.0,1.05,5917.0
6.73,2,57.0,1.2,5918.0
6.53,3,59.0,1.02,5918.0
6.4,2,58.0,1.01,5919.0
6.56,2,58.0,1.01,5919.0
6.35,2,57.0,1.01,5919.0
7.09,3,59.0,1.35,5919.0
7.13,0,57.0,1.51,5919.0
7.2,0,56.0,1.51,5919.0
6.28,1,55.0,1.0,5920.0
6.87,2,54.0,1.28,5920.0
6.83,3,59.0,1.21,5920.0
7.24,3,60.0,1.32,5921.0
6.5,1,62.0,1.0,5921.0
6.76,3,58.0,1.18,5921.0
6.83,2,58.0,1.21,5922.0
6.41,1,57.0,1.02,5922.0
6.43,4,57.0,1.02,5922.0
6.61,4,56.0,1.09,5922.0
6.61,4,56.0,1.09,5922.0
6.82,1,63.0,1.27,5923.0
6.41,3,60.0,1.01,5923.0
6.45,2,59.0,1.03,5924.0
7.02,3,58.0,1.29,5924.0
6.7,3,59.0,1.14,5925.0
6.78,3,58.0,1.14,5925.0
6.87,4,54.0,1.27,5925.0
6.92,3,57.0,1.25,5925.0
6.95,4,57.0,1.29,5926.0
6.47,1,59.0,1.08,5927.0
6.59,3,55.0,1.05,5927.0
6.7,3,56.0,1.05,5927.0
6.34,4,57.0,1.0,5929.0
6.51,4,56.0,1.0,5929.0
6.41,2,59.0,1.0,5929.0
6.3,2,59.0,1.0,5929.0
6.51,2,62.0,1.0,5929.0
6.27,1,59.0,1.0,5929.0
6.86,3,58.0,1.23,5929.0
6.39,2,56.0,1.02,5930.0
4.3,4,57.0,0.3,605.0
4.31,4,55.0,0.3,605.0
4.31,4,57.0,0.3,605.0
4.29,3,58.0,0.3,605.0
4.29,4,57.0,0.3,605.0
4.31,4,55.0,0.3,605.0
4.18,2,60.0,0.3,605.0
4.29,3,60.0,0.3,605.0
4.32,4,56.0,0.3,605.0
4.25,1,55.0,0.3,605.0
4.28,4,57.0,0.3,605.0
4.3,4,55.0,0.3,605.0
4.28,3,59.0,0.3,605.0
4.23,2,56.0,0.3,605.0
4.28,3,58.0,0.3,605.0
4.29,4,56.0,0.3,605.0
4.29,3,58.0,0.3,605.0
4.32,4,56.0,0.3,605.0
4.24,1,60.0,0.3,605.0
4.25,1,54.0,0.3,605.0
4.29,4,57.0,0.3,605.0
4.28,2,59.0,0.3,605.0
4.3,3,58.0,0.3,605.0
4.32,2,58.0,0.3,605.0
4.3,3,60.0,0.3,605.0
4.33,2,58.0,0.3,605.0
4.28,4,55.0,0.3,605.0
4.3,4,55.0,0.3,605.0
4.24,1,56.0,0.3,605.0
4.27,2,57.0,0.3,605.0
6.74,4,56.0,1.15,5930.0
6.77,3,58.0,1.22,5930.0
6.78,2,57.0,1.21,5931.0
6.69,2,58.0,1.15,5932.0
6.56,4,53.0,1.05,5932.0
6.89,4,55.4,1.25,5932.0
6.45,4,56.0,1.01,5932.0
6.66,4,55.0,1.09,5935.0
6.33,4,56.0,1.0,5935.0
6.66,1,54.0,1.15,5935.0
6.45,4,56.0,1.01,5936.0
6.74,4,56.0,1.13,5936.0
6.86,4,56.0,1.21,5936.0
7.0,4,55.0,1.26,5937.0
6.81,4,56.0,1.19,5937.0
6.98,4,61.0,1.24,5937.0
6.72,4,56.0,1.14,5937.0
6.74,3,60.0,1.14,5937.0
6.73,4,57.0,1.14,5937.0
7.43,3,59.0,1.5,5937.0
6.36,2,58.0,1.0,5938.0
6.85,4,57.0,1.23,5938.0
6.63,4,58.0,1.11,5938.0
6.44,4,55.0,1.0,5938.0
6.47,2,56.0,1.0,5939.0
6.4,3,60.0,1.01,5939.0
6.47,3,58.0,1.01,5939.0
6.44,4,57.0,1.01,5939.0
6.42,3,60.0,1.01,5939.0
6.54,4,56.0,1.01,5939.0
6.39,2,57.0,1.01,5939.0
6.39,3,58.0,1.0,5940.0
6.33,2,58.0,1.0,5940.0
6.85,1,59.0,1.23,5940.0
6.39,3,55.0,1.0,5940.0
6.86,2,60.0,1.2,5941.0
6.64,3,57.0,1.06,5942.0
6.24,1,57.0,1.02,5943.0
6.42,2,59.0,1.01,5944.0
6.92,3,62.0,1.22,5944.0
6.73,4,56.0,1.17,5944.0
6.52,4,54.0,1.06,5946.0
6.37,3,60.0,1.01,5946.0
6.62,3,61.0,1.01,5946.0
6.45,3,59.0,1.01,5946.0
6.42,4,56.0,1.01,5946.0
6.46,4,55.0,0.99,5947.0
6.86,3,62.0,1.25,5947.0
6.85,3,60.0,1.2,5947.0
6.84,3,61.0,1.2,5947.0
6.53,2,54.0,1.03,5948.0
6.85,4,56.0,1.21,5948.0
6.75,3,58.0,1.21,5948.0
6.72,4,57.0,1.17,5949.0
7.02,3,56.0,1.28,5949.0
6.49,2,57.0,1.09,5950.0
6.93,3,58.0,1.25,5950.0
7.02,3,59.0,1.25,5950.0
6.2,0,56.0,1.01,5950.0
7.05,3,58.0,1.3,5951.0
6.28,1,57.0,1.02,5951.0
6.5,3,59.0,1.05,5951.0
6.7,3,61.0,1.09,5951.0
6.98,4,57.0,1.23,5951.0
6.63,2,59.0,1.05,5952.0
6.64,3,58.0,1.12,5952.0
6.55,4,57.0,1.04,5952.0
6.83,2,59.0,1.27,5953.0
6.35,1,56.0,1.01,5954.0
6.76,2,56.0,1.2,5955.0
6.75,2,54.0,1.2,5955.0
6.48,3,58.0,1.02,5956.0
6.9,2,63.0,1.19,5956.0
6.61,3,59.0,1.1,5958.0
7.09,3,58.0,1.32,5958.0
6.83,4,57.0,1.22,5960.0
6.76,4,56.0,1.11,5962.0
7.01,4,57.0,1.3,5962.0
6.82,3,58.0,1.21,5962.0
7.08,3,58.0,1.36,5963.0
6.44,3,61.0,1.01,5963.0
6.45,2,58.0,1.04,5964.0
6.77,4,55.0,1.2,5964.0
6.86,2,60.0,1.22,5966.0
6.65,2,59.0,1.12,5966.0
6.66,3,58.0,1.07,5967.0
6.39,3,58.0,1.0,5967.0
6.33,2,59.0,1.0,5967.0
6.52,3,59.0,1.0,5967.0
6.45,3,59.0,1.0,5967.0
6.47,4,57.0,1.0,5967.0
7.13,4,57.0,1.35,5969.0
7.05,4,56.0,1.38,5969.0
7.03,3,59.0,1.24,5969.0
6.34,1,62.0,1.01,5972.0
7.08,3,59.0,1.24,5972.0
6.86,4,57.0,1.21,5973.0
6.41,4,57.0,1.01,5973.0
6.4,2,57.0,1.01,5973.0
6.53,3,59.0,1.01,5973.0
7.42,2,58.0,1.55,5974.0
6.47,4,56.0,1.03,5974.0
6.56,3,60.0,1.07,5974.0
6.89,3,59.0,1.25,5975.0
6.74,2,58.0,1.25,5975.0
6.91,4,57.0,1.25,5975.0
6.39,2,60.0,1.01,5975.0
6.79,1,57.0,1.2,5975.0
6.75,3,59.0,1.2,5975.0
6.77,3,55.0,1.2,5975.0
6.82,2,59.0,1.26,5976.0
6.94,4,60.0,1.24,5976.0
6.89,4,57.0,1.24,5976.0
6.38,2,57.0,1.02,5977.0
6.39,3,59.0,1.02,5978.0
6.12,4,56.0,0.9,5978.0
6.74,2,57.0,1.22,5979.0
7.0,3,58.0,1.23,5979.0
6.81,4,56.0,1.25,5980.0
6.34,3,58.0,0.94,5980.0
6.94,3,60.0,1.21,5982.0
6.47,4,56.0,1.07,5982.0
6.28,4,57.0,0.95,5983.0
6.69,3,61.0,1.06,5983.0
6.97,3,59.0,1.26,5983.0
6.29,1,59.0,1.0,5984.0
7.03,2,58.0,1.28,5984.0
6.86,4,56.0,1.22,5985.0
6.78,2,60.0,1.2,5986.0
6.74,3,58.0,1.14,5986.0
7.18,1,54.8,1.44,5987.0
6.48,2,57.0,1.05,5987.0
6.45,2,61.0,1.0,5987.0
6.4,2,54.0,1.01,5988.0
6.46,2,61.0,1.01,5988.0
6.35,1,57.0,1.01,5988.0
6.36,3,60.0,1.01,5988.0
6.39,3,58.0,1.01,5988.0
6.49,2,56.0,1.01,5988.0
6.32,1,59.0,1.01,5988.0
6.33,1,58.0,1.01,5988.0
6.78,3,57.0,1.2,5988.0
6.87,2,55.7,1.21,5989.0
6.21,4,57.0,0.92,5989.0
6.75,4,57.0,1.15,5989.0
7.63,1,62.0,1.54,5989.0
6.71,4,55.0,1.16,5991.0
6.24,4,56.0,0.93,5992.0
6.63,3,57.0,1.09,5993.0
6.53,4,55.0,1.05,5993.0
6.51,4,55.0,1.04,5994.0
7.52,4,55.0,1.54,5994.0
6.48,4,57.0,1.01,5995.0
6.99,4,57.0,1.28,5995.0
6.38,2,57.0,1.01,5995.0
6.82,4,57.0,1.21,5996.0
6.84,4,56.0,1.2,5996.0
7.05,4,56.0,1.33,5996.0
7.03,3,58.0,1.29,5996.0
6.82,3,58.0,1.22,5997.0
6.47,2,58.0,0.96,5997.0
6.83,3,60.0,1.21,5997.0
6.99,4,56.0,1.26,5998.0
7.09,3,59.0,1.26,5998.0
6.4,3,59.0,1.02,5998.0
7.62,2,56.0,1.7,5998.0
6.39,3,61.0,1.02,5998.0
6.42,3,59.0,1.02,5998.0
6.92,2,55.0,1.26,5998.0
6.53,3,59.0,1.02,5998.0
6.52,2,59.0,1.01,5999.0
6.37,1,59.0,1.01,5999.0
6.38,3,58.0,1.01,5999.0
6.42,4,56.0,1.01,5999.0
6.51,3,60.0,1.0,6000.0
6.78,2,57.0,1.2,6000.0
6.94,2,55.0,1.26,6001.0
6.86,3,59.0,1.21,6001.0
6.64,2,55.0,1.07,6002.0
5.91,4,56.0,0.8,6004.0
6.18,1,56.0,1.01,6004.0
7.01,4,60.0,1.23,6005.0
6.81,3,58.0,1.13,6005.0
6.42,3,59.0,1.0,6006.0
6.85,4,56.0,1.2,6006.0
7.09,0,58.0,1.5,6006.0
7.53,1,63.0,1.5,6006.0
7.53,1,63.0,1.5,6006.0
7.52,1,61.0,1.5,6006.0
6.36,2,58.0,1.02,6007.0
6.86,2,59.0,1.27,6007.0
7.52,0,58.0,1.73,6007.0
7.42,3,58.0,1.59,6010.0
7.12,4,57.0,1.34,6010.0
6.45,4,57.0,1.04,6012.0
6.84,3,58.0,1.22,6012.0
6.84,3,58.0,1.22,6012.0
6.85,4,57.0,1.22,6012.0
6.42,2,56.0,1.0,6013.0
6.78,4,53.0,1.17,6013.0
6.84,4,55.0,1.18,6013.0
6.93,4,57.0,1.23,6015.0
6.83,4,56.0,1.21,6017.0
7.21,3,58.0,1.36,6017.0
6.16,4,57.0,0.9,6018.0
6.42,2,58.0,1.01,6019.0
6.94,2,60.0,1.2,6019.0
6.74,2,56.0,1.2,6019.0
6.66,2,59.0,1.2,6019.0
6.84,2,58.0,1.2,6019.0
6.78,2,57.0,1.2,6019.0
6.72,2,58.0,1.2,6019.0
6.52,4,59.0,1.01,6019.0
6.43,4,57.0,1.01,6019.0
6.32,1,57.0,1.0,6020.0
6.58,2,63.0,1.0,6021.0
6.8,3,56.0,1.2,6021.0
6.28,2,60.0,1.0,6022.0
6.8,2,56.0,1.21,6022.0
6.98,1,58.0,1.21,6022.0
6.76,3,60.0,1.07,6022.0
6.88,3,58.0,1.26,6023.0
6.49,4,57.0,1.01,6024.0
6.87,4,53.0,1.21,6025.0
7.56,1,57.7,1.66,6025.0
6.73,1,57.0,1.21,6025.0
6.77,4,57.0,1.21,6025.0
7.02,3,58.0,1.21,6025.0
6.72,3,58.0,1.2,6026.0
6.45,3,58.0,1.01,6027.0
6.63,3,58.0,1.01,6027.0
6.42,4,57.0,1.01,6027.0
6.65,2,55.0,1.05,6028.0
7.29,2,57.0,1.5,6028.0
6.34,1,55.0,1.0,6028.0
6.89,4,55.0,1.25,6030.0
6.31,1,61.0,1.0,6030.0
6.89,3,58.0,1.21,6031.0
7.59,3,56.0,1.57,6031.0
6.87,2,63.0,1.27,6031.0
7.01,1,61.0,1.25,6032.0
6.73,3,57.0,1.1,6032.0
6.75,3,59.0,1.14,6033.0
6.8,3,58.0,1.14,6033.0
6.41,2,57.0,1.03,6036.0
6.43,2,57.0,1.03,6036.0
6.72,4,54.0,1.16,6036.0
6.52,2,60.0,1.01,6037.0
6.16,1,59.0,1.01,6037.0
6.32,1,59.0,1.0,6037.0
6.46,3,59.0,1.0,6037.0
6.6,3,62.0,1.0,6037.0
6.91,3,58.0,1.23,6038.0
7.39,3,58.0,1.51,6038.0
6.33,4,58.0,0.99,6038.0
6.98,2,62.0,1.23,6039.0
6.38,4,54.0,1.01,6039.0
6.35,2,63.0,1.0,6040.0
6.51,4,56.0,1.02,6040.0
6.54,3,58.0,1.07,6040.0
7.09,2,60.0,1.35,6041.0
6.76,3,58.0,1.15,6041.0
6.06,0,61.0,1.01,6041.0
6.94,1,57.0,1.3,6042.0
6.39,2,56.0,1.01,6043.0
6.42,4,55.0,1.0,6043.0
6.7,4,55.0,1.09,6043.0
6.47,4,57.0,1.03,6044.0
6.96,3,59.0,1.22,6045.0
6.61,4,57.0,1.13,6045.0
6.96,4,56.0,1.27,6045.0
7.05,4,55.0,1.26,6046.0
6.8,3,60.0,1.22,6046.0
6.89,4,57.0,1.23,6046.0
7.21,1,57.0,1.51,6046.0
7.21,1,57.0,1.51,6046.0
6.37,2,58.0,1.01,6047.0
6.4,2,57.0,1.02,6047.0
6.39,2,56.0,1.02,6047.0
6.45,3,58.0,1.0,6047.0
6.4,3,60.0,1.0,6048.0
6.43,3,62.0,1.0,6048.0
6.73,3,57.0,1.2,6048.0
6.45,4,56.0,1.0,6048.0
6.4,3,58.0,1.0,6048.0
6.43,3,57.0,1.0,6048.0
6.55,3,60.0,1.0,6048.0
6.61,3,61.0,1.0,6048.0
7.34,3,60.0,1.5,6048.0
6.54,3,58.0,1.0,6048.0
7.17,4,54.0,1.35,6048.0
6.39,2,58.0,1.0,6048.0
6.43,3,58.0,1.0,6048.0
4.3,4,57.0,0.3,605.0
4.28,3,59.0,0.3,605.0
4.31,4,54.0,0.3,605.0
4.28,2,57.0,0.3,605.0
4.28,2,57.0,0.3,605.0
4.31,4,55.0,0.3,605.0
4.26,2,57.0,0.3,605.0
4.23,1,57.0,0.3,605.0
4.32,4,55.0,0.3,605.0
4.27,2,55.0,0.3,605.0
4.3,3,59.0,0.3,605.0
4.29,4,56.0,0.3,605.0
4.29,2,57.0,0.3,605.0
4.25,1,59.0,0.3,605.0
4.24,2,58.0,0.3,605.0
4.31,3,58.0,0.3,605.0
4.31,4,55.0,0.3,605.0
4.34,2,58.0,0.3,605.0
4.3,4,54.0,0.3,605.0
4.28,4,56.0,0.3,605.0
4.34,4,57.0,0.3,605.0
4.37,4,56.0,0.3,605.0
4.26,3,60.0,0.3,605.0
4.22,2,58.0,0.3,605.0
4.25,2,58.0,0.3,605.0
4.29,3,60.0,0.3,605.0
4.29,4,57.0,0.3,605.0
4.3,4,57.0,0.3,605.0
4.26,1,56.0,0.3,605.0
4.29,3,58.0,0.3,605.0
6.57,4,53.0,1.07,6049.0
6.57,1,58.0,1.0,6050.0
6.77,3,59.0,1.12,6052.0
6.92,4,55.0,1.22,6052.0
6.85,2,59.0,1.18,6053.0
6.96,3,58.0,1.2,6055.0
6.55,4,54.0,1.06,6055.0
6.77,3,60.0,1.21,6056.0
6.61,3,54.0,1.03,6056.0
6.38,1,57.0,1.02,6058.0
6.4,3,58.0,1.02,6058.0
6.48,2,54.0,1.02,6058.0
6.41,2,59.0,1.02,6058.0
6.77,2,57.0,1.21,6058.0
6.51,4,56.0,1.03,6059.0
6.34,1,57.0,1.02,6059.0
6.7,4,57.0,1.12,6060.0
6.5,4,56.0,1.06,6060.0
6.56,4,57.0,1.07,6060.0
6.9,0,58.0,1.32,6061.0
6.54,2,58.0,1.07,6061.0
6.61,2,57.0,1.11,6061.0
6.37,2,57.0,1.02,6062.0
6.72,2,60.0,1.17,6062.0
6.64,2,60.0,1.06,6062.0
6.84,4,55.2,1.22,6062.0
6.68,2,58.0,1.05,6063.0
7.28,2,53.6,1.49,6064.0
6.48,4,55.0,1.02,6065.0
6.83,4,57.0,1.11,6065.0
7.07,3,58.0,1.21,6065.0
6.33,1,57.0,1.01,6066.0
6.37,3,58.0,1.01,6066.0
6.37,4,56.0,1.01,6066.0
6.32,1,60.0,1.01,6066.0
6.37,3,60.0,1.01,6066.0
7.01,4,59.0,1.25,6066.0
6.9,3,58.0,1.26,6068.0
6.83,4,57.0,1.21,6069.0
6.51,4,55.0,1.06,6069.0
7.21,4,57.0,1.42,6069.0
6.44,2,58.0,1.05,6070.0
6.52,3,58.0,1.05,6070.0
6.75,4,56.0,1.14,6070.0
7.07,2,59.0,1.33,6071.0
6.83,2,60.0,1.22,6071.0
6.78,3,60.0,1.21,6071.0
6.42,3,59.0,1.03,6072.0
6.42,2,57.0,1.01,6073.0
6.37,2,59.0,1.01,6073.0
6.94,2,55.0,1.25,6073.0
6.34,4,57.0,1.0,6073.0
6.37,1,62.0,1.0,6073.0
6.35,2,57.0,1.01,6075.0
6.86,2,59.0,1.24,6075.0
6.69,4,56.0,1.13,6075.0
6.42,3,58.0,1.01,6075.0
6.77,4,55.5,1.18,6076.0
6.9,4,55.0,1.24,6076.0
6.65,3,56.0,1.07,6076.0
6.68,4,57.0,1.11,6077.0
6.62,4,56.0,1.08,6078.0
6.9,0,62.0,1.33,6078.0
6.82,3,58.0,1.19,6078.0
7.09,4,56.0,1.34,6078.0
7.01,2,57.0,1.32,6079.0
6.34,1,59.0,1.02,6080.0
6.23,0,57.0,1.01,6081.0
6.59,4,55.0,1.07,6082.0
6.4,2,56.0,1.01,6083.0
6.74,4,54.0,1.16,6084.0
6.94,4,57.0,1.25,6084.0
6.98,3,59.0,1.25,6084.0
6.91,2,59.0,1.32,6085.0
6.74,2,55.0,1.2,6085.0
6.85,3,59.0,1.26,6085.0
6.81,2,58.0,1.19,6086.0
7.34,3,60.0,1.52,6086.0
7.02,0,57.0,1.43,6086.0
6.66,4,56.0,1.12,6087.0
6.43,3,59.0,1.02,6087.0
6.21,2,57.0,0.94,6088.0
7.02,2,56.0,1.35,6088.0
6.82,4,55.9,1.23,6088.0
6.83,1,61.0,1.11,6088.0
7.28,4,56.0,1.52,6089.0
6.32,1,62.0,1.01,6089.0
7.1,3,57.0,1.31,6089.0
6.61,4,57.0,1.11,6090.0
7.07,4,55.0,1.37,6091.0
6.64,3,60.0,1.03,6091.0
6.99,3,60.0,1.21,6092.0
7.16,3,62.0,1.35,6093.0
6.97,3,55.0,1.28,6093.0
7.13,3,58.0,1.28,6093.0
6.37,2,57.0,0.99,6094.0
6.49,2,54.0,1.04,6095.0
6.68,4,56.0,1.14,6095.0
6.81,3,58.0,1.14,6095.0
7.43,4,57.0,1.54,6095.0
6.92,4,56.0,1.24,6095.0
7.14,3,58.0,1.31,6095.0
6.51,3,57.0,1.05,6096.0
7.21,4,55.0,1.44,6096.0
6.53,2,60.0,1.08,6096.0
6.43,4,57.0,1.01,6097.0
6.45,3,60.0,1.0,6097.0
6.99,4,57.0,1.29,6097.0
7.0,4,57.0,1.29,6097.0
6.5,3,61.0,1.01,6097.0
6.39,2,57.0,1.01,6097.0
6.44,3,59.0,1.01,6097.0
6.45,3,59.0,1.01,6097.0
6.43,3,58.0,1.01,6097.0
6.43,3,58.0,1.01,6097.0
6.4,3,58.0,1.01,6097.0
6.36,1,59.0,1.01,6097.0
6.43,3,60.0,1.01,6097.0
6.87,3,56.0,1.21,6098.0
6.57,2,62.0,1.0,6098.0
6.28,1,58.0,1.0,6098.0
6.58,2,63.0,1.0,6098.0
6.73,2,58.0,1.2,6098.0
6.68,2,63.0,1.12,6098.0
6.92,4,56.0,1.21,6098.0
6.99,3,60.0,1.21,6098.0
6.75,3,55.0,1.1,6098.0
6.98,2,58.0,1.29,6099.0
6.83,4,55.0,1.23,6100.0
6.94,2,55.0,1.31,6101.0
6.48,2,60.0,1.07,6101.0
6.58,2,60.0,1.02,6103.0
6.4,2,57.0,1.02,6104.0
6.48,4,57.0,1.01,6104.0
6.34,2,56.0,1.01,6105.0
6.87,4,57.0,1.21,6105.0
6.71,4,54.0,1.15,6106.0
6.48,3,56.0,1.01,6108.0
6.4,3,61.0,1.01,6108.0
6.36,2,60.0,1.01,6108.0
6.39,3,58.0,1.01,6108.0
6.41,4,56.0,1.01,6108.0
6.57,3,61.0,1.01,6108.0
6.4,2,59.0,1.01,6108.0
6.41,3,58.0,1.01,6108.0
6.45,4,56.0,1.01,6108.0
6.43,4,56.0,1.01,6108.0
6.49,4,55.0,1.01,6108.0
6.41,3,59.0,1.01,6108.0
6.51,3,60.0,1.01,6108.0
6.99,0,59.0,1.47,6108.0
6.5,3,54.0,1.01,6108.0
6.45,3,60.0,1.01,6108.0
6.59,3,59.0,1.01,6108.0
6.27,1,59.0,1.01,6109.0
6.64,4,55.0,1.12,6110.0
6.62,2,59.0,1.15,6110.0
6.91,4,57.0,1.24,6111.0
6.68,3,55.0,1.07,6112.0
7.33,1,62.0,1.62,6112.0
6.51,4,57.0,1.04,6112.0
6.77,4,55.0,1.18,6112.0
6.85,2,55.0,1.25,6113.0
6.11,1,57.0,1.01,6113.0
6.59,4,56.0,1.06,6114.0
6.36,2,57.0,1.0,6115.0
6.38,3,62.0,1.0,6115.0
6.6,3,60.0,1.0,6115.0
6.26,0,61.0,1.0,6115.0
6.19,0,59.0,1.0,6115.0
6.64,3,58.0,1.12,6115.0
6.65,3,56.0,1.04,6115.0
6.48,3,59.0,1.0,6115.0
6.95,3,59.0,1.27,6116.0
7.03,3,59.0,1.29,6116.0
7.11,4,57.0,1.33,6118.0
6.53,2,57.0,1.07,6120.0
6.86,3,58.0,1.22,6121.0
6.9,3,55.0,1.22,6121.0
6.72,3,60.0,1.1,6121.0
6.91,3,58.0,1.22,6121.0
6.62,3,58.0,1.04,6122.0
6.49,3,58.0,1.04,6122.0
6.5,4,56.0,1.03,6123.0
6.57,3,57.0,1.07,6124.0
6.07,1,56.0,0.9,6124.0
7.1,4,56.0,1.35,6124.0
6.86,3,59.0,1.24,6125.0
6.74,2,59.0,1.21,6125.0
6.94,3,62.0,1.24,6125.0
6.39,2,59.0,1.02,6126.0
6.99,2,58.0,1.29,6126.0
6.27,1,60.0,1.01,6126.0
7.52,3,59.0,1.53,6126.0
6.71,2,57.0,1.19,6127.0
6.31,2,60.0,1.01,6128.0
6.52,4,57.0,1.06,6128.0
6.68,4,56.0,1.11,6129.0
7.16,0,58.0,1.52,6129.0
7.02,3,60.0,1.2,6129.0
6.92,3,58.0,1.2,6129.0
6.91,3,57.0,1.2,6129.0
6.8,3,56.0,1.2,6129.0
6.77,3,58.0,1.2,6129.0
6.81,2,58.0,1.2,6130.0
6.62,2,56.0,1.05,6132.0
6.3,2,56.0,1.01,6132.0
6.76,2,57.0,1.12,6132.0
7.38,3,58.0,1.5,6132.0
6.51,4,61.0,1.01,6132.0
6.45,4,61.0,1.01,6132.0
6.84,4,54.9,1.22,6132.0
6.47,4,55.0,1.01,6132.0
6.36,3,60.0,1.0,6132.0
7.28,3,57.0,1.5,6132.0
6.73,3,58.0,1.16,6132.0
6.46,4,57.0,1.04,6133.0
6.4,4,60.0,1.0,6133.0
6.68,4,55.0,1.13,6133.0
6.57,4,57.0,1.09,6133.0
6.55,4,56.0,1.09,6133.0
6.98,2,58.0,1.24,6134.0
6.73,4,57.0,1.21,6134.0
6.77,4,60.0,1.21,6135.0
7.6,4,58.0,1.66,6135.0
7.1,3,58.0,1.31,6137.0
6.66,2,58.0,1.04,6138.0
7.31,2,58.0,1.51,6139.0
6.86,4,57.0,1.17,6139.0
7.13,4,57.0,1.4,6139.0
6.93,2,58.0,1.3,6140.0
6.88,4,57.0,1.2,6140.0
7.03,3,57.0,1.29,6140.0
7.07,3,58.0,1.29,6140.0
7.03,3,58.0,1.29,6140.0
7.03,3,59.0,1.29,6140.0
7.22,1,59.0,1.29,6140.0
6.54,2,55.0,1.04,6141.0
6.74,4,57.0,1.12,6143.0
6.68,3,58.0,1.14,6144.0
7.05,2,58.0,1.4,6145.0
7.08,3,58.0,1.24,6145.0
6.65,4,57.0,1.03,6146.0
6.54,3,58.0,1.05,6146.0
6.65,4,55.0,1.1,6146.0
6.48,3,57.0,1.03,6146.0
6.51,3,57.0,1.03,6146.0
7.17,3,57.0,1.4,6147.0
6.92,1,62.0,1.32,6147.0
7.0,2,58.0,1.37,6148.0
6.98,2,58.0,1.3,6149.0
6.98,2,58.0,1.3,6149.0
6.93,3,58.0,1.22,6149.0
7.0,3,62.0,1.23,6150.0
6.34,2,58.0,1.01,6152.0
6.42,2,58.0,1.01,6152.0
6.79,4,57.0,1.23,6152.0
6.82,3,58.0,1.22,6153.0
6.39,2,59.0,1.03,6153.0
6.68,3,62.0,1.09,6153.0
6.33,3,54.0,1.0,6154.0
7.01,3,59.0,1.22,6156.0
7.14,0,57.0,1.51,6156.0
6.84,2,58.0,1.19,6157.0
6.48,4,56.0,1.02,6157.0
7.4,3,59.0,1.36,6157.0
6.44,4,56.0,1.02,6158.0
6.41,4,57.0,1.01,6159.0
6.37,2,56.0,1.01,6159.0
6.38,2,59.0,1.01,6159.0
6.38,2,59.0,1.01,6159.0
6.4,2,57.0,1.01,6159.0
6.29,1,60.0,1.01,6159.0
6.34,2,61.0,1.01,6159.0
6.39,2,57.0,1.01,6159.0
6.51,3,60.0,1.01,6159.0
6.2,1,55.0,1.01,6159.0
6.82,3,59.0,1.18,6159.0
6.45,3,58.0,1.0,6160.0
6.85,4,54.0,1.2,6160.0
6.61,1,58.0,1.0,6160.0
6.92,2,56.0,1.27,6162.0
6.17,1,55.0,1.0,6163.0
6.38,3,59.0,1.01,6163.0
6.74,3,57.0,1.17,6163.0
6.43,2,56.0,1.03,6164.0
7.08,3,60.0,1.28,6164.0
7.0,3,57.0,1.28,6164.0
6.4,3,58.0,1.01,6165.0
6.45,4,56.0,1.05,6165.0
6.91,1,61.0,1.23,6165.0
4.33,4,56.0,0.3,605.0
4.34,3,59.0,0.3,605.0
4.24,2,60.0,0.3,605.0
4.28,4,56.0,0.3,605.0
4.27,1,55.0,0.3,605.0
4.29,2,56.0,0.3,605.0
4.23,2,60.0,0.3,605.0
4.32,4,56.0,0.3,605.0
4.24,2,60.0,0.3,605.0
4.26,3,58.0,0.3,605.0
4.36,3,60.0,0.3,605.0
4.26,4,55.0,0.3,605.0
4.69,2,57.0,0.4,606.0
4.52,2,57.8,0.36,606.0
4.77,4,56.0,0.4,606.0
4.53,3,58.0,0.35,606.0
4.56,4,54.0,0.35,606.0
4.53,1,56.0,0.35,606.0
4.66,2,60.0,0.38,606.0
4.32,4,55.0,0.3,606.0
4.37,4,56.0,0.3,606.0
4.66,1,55.0,0.41,606.0
4.6,4,56.0,0.37,606.0
4.31,2,55.0,0.32,607.0
6.89,2,58.0,1.29,6166.0
6.56,2,62.0,1.04,6166.0
6.6,2,60.0,1.04,6166.0
6.76,4,57.0,1.1,6166.0
6.78,2,56.0,1.2,6167.0
6.52,2,57.0,1.08,6168.0
6.69,4,56.0,1.12,6168.0
6.32,2,59.0,1.02,6169.0
6.8,4,54.0,1.2,6169.0
6.63,2,56.0,1.06,6169.0
6.45,3,58.0,1.02,6169.0
6.41,2,57.0,1.02,6169.0
6.46,4,57.0,1.02,6169.0
6.66,3,59.0,1.02,6169.0
6.47,3,59.0,1.02,6169.0
6.57,3,54.0,1.02,6169.0
6.58,3,58.0,1.02,6169.0
6.5,4,53.0,1.02,6169.0
6.98,3,58.0,1.32,6171.0
6.99,3,58.0,1.32,6171.0
7.28,2,58.0,1.51,6171.0
6.82,3,60.0,1.23,6172.0
7.41,3,55.0,1.51,6173.0
6.52,4,57.0,1.04,6173.0
6.42,1,59.0,1.05,6174.0
